Length,Alanine,Arginine,Asparagine,Aspartic_Acid,Cysteine,Glutamic_Acid,Glutamine,Glycine,Histidine,Isoleucine,Leucine,Lysine,Mathionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine,Aliphatic,Aromatic,NonPolar,Polar,Charged,Basic,Acidic,"Celularity (Sing, Mult)_SING","Celularity (Sing, Mult)_MUL","Celularity (Sing, Mult)_COMP","Celularity (Sing, Mult)_UN","Tissue (Yes, No)_NOT","Tissue (Yes, No)_COMP","Tissue (Yes, No)_YES","Mesoderm (Yes, NO)_NOT","Mesoderm (Yes, NO)_COMP","Mesoderm (Yes, NO)_YES",Mouthparts(Pro-Deuter)_NO,Mouthparts(Pro-Deuter)_PRO,Mouthparts(Pro-Deuter)_NOT,Mouthparts(Pro-Deuter)_COMP,Mouthparts(Pro-Deuter)_DEU
79,0.013,0.076,0.063,0,0,0,0,0.089,0,0.013,0,0,0,0.19,0.532,0,0,0.013,0,0.013,0.038,0.203,0.861,0.139,0.076,0.076,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
79,0.013,0.076,0.063,0,0,0,0,0.089,0,0.013,0,0,0,0.177,0.532,0,0,0.013,0,0.025,0.051,0.19,0.861,0.139,0.076,0.076,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37,0.081,0.162,0.081,0.027,0,0,0,0.108,0.054,0,0.054,0.135,0,0.054,0,0,0.027,0.054,0.054,0.108,0.243,0.216,0.514,0.486,0.378,0.351,0.027,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
30,0.067,0.1,0.033,0,0,0,0,0.2,0.033,0.067,0.067,0.167,0,0.033,0,0,0,0.067,0.033,0.133,0.333,0.167,0.667,0.333,0.3,0.3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
66,0.015,0.121,0.045,0.061,0.03,0.015,0,0.273,0.015,0.091,0.015,0.015,0,0.045,0.091,0.121,0,0,0,0.045,0.167,0.061,0.606,0.394,0.227,0.152,0.076,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.13,0.043,0.043,0,0,0,0,0.13,0,0.174,0.174,0.087,0,0,0.043,0.087,0.043,0.043,0,0,0.478,0.043,0.696,0.304,0.13,0.13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0,0,0,0,0,0,0,0.154,0,0.154,0.385,0.077,0,0.077,0.077,0.077,0,0,0,0,0.538,0.077,0.846,0.154,0.077,0.077,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0,0,0.077,0.077,0,0,0,0.077,0,0.231,0.154,0.077,0,0.077,0,0.077,0.077,0,0,0.077,0.462,0.077,0.615,0.385,0.154,0.077,0.077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0,0,0.077,0.077,0,0,0,0.154,0,0.231,0.154,0.077,0,0.154,0,0.077,0,0,0,0,0.385,0.154,0.692,0.308,0.154,0.077,0.077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.087,0,0,0.087,0,0,0.087,0.13,0,0.13,0.087,0.13,0,0.043,0,0.043,0.087,0.043,0,0.043,0.348,0.087,0.565,0.435,0.217,0.13,0.087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.087,0,0,0.087,0,0,0.087,0.13,0,0.087,0.13,0.13,0,0.043,0,0.043,0.087,0.043,0,0.043,0.348,0.087,0.565,0.435,0.217,0.13,0.087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.087,0,0,0.087,0,0,0.087,0.13,0,0.087,0.087,0.13,0,0.087,0,0.043,0.087,0.043,0,0.043,0.304,0.13,0.565,0.435,0.217,0.13,0.087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
20,0.15,0,0.1,0,0,0,0,0.2,0,0.15,0.15,0.1,0,0.05,0.05,0.05,0,0,0,0,0.45,0.05,0.75,0.25,0.1,0.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.143,0,0.095,0,0,0,0,0.19,0,0.143,0.143,0.143,0,0.048,0.048,0.048,0,0,0,0,0.429,0.048,0.714,0.286,0.143,0.143,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
20,0.1,0,0,0,0,0.05,0,0.2,0,0,0.3,0.15,0,0,0.05,0.05,0,0,0.05,0.05,0.45,0.05,0.75,0.25,0.2,0.15,0.05,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.048,0,0,0,0,0.048,0,0.238,0,0.048,0.238,0.19,0,0,0.048,0.048,0,0,0.048,0.048,0.381,0.048,0.714,0.286,0.238,0.19,0.048,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.095,0,0,0,0,0.048,0,0.19,0,0,0.286,0.19,0,0,0.048,0.048,0,0,0.048,0.048,0.429,0.048,0.714,0.286,0.238,0.19,0.048,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.095,0,0,0,0,0.048,0,0.19,0,0,0.238,0.19,0,0.048,0.048,0.048,0,0,0.048,0.048,0.381,0.095,0.714,0.286,0.238,0.19,0.048,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0,0.316,0,0.053,0,0,0,0,0,0,0.053,0.053,0,0,0.421,0,0,0,0.053,0.053,0.105,0.053,0.579,0.421,0.421,0.368,0.053,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
17,0,0.176,0.059,0.059,0,0,0.059,0.059,0,0.118,0.118,0.118,0,0.118,0,0,0,0,0,0.118,0.353,0.118,0.529,0.471,0.353,0.294,0.059,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,0.054,0.135,0.027,0.027,0.162,0,0,0.189,0.081,0.027,0.027,0.027,0,0.027,0.081,0.027,0.027,0,0.081,0,0.108,0.189,0.649,0.351,0.27,0.243,0.027,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
39,0.051,0.103,0.051,0,0.205,0,0.026,0.179,0.051,0.026,0.026,0.026,0,0.051,0.026,0.026,0.026,0.026,0.103,0,0.103,0.231,0.692,0.308,0.179,0.179,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0.054,0.162,0.054,0,0.162,0,0.054,0.162,0.054,0.027,0.027,0.027,0,0.081,0.027,0.027,0.027,0,0.054,0,0.108,0.189,0.595,0.405,0.243,0.243,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0.054,0.162,0.027,0,0.162,0,0.054,0.162,0.054,0.027,0.027,0.027,0,0.081,0.027,0.027,0.054,0,0.054,0,0.108,0.189,0.595,0.405,0.243,0.243,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0,0.027,0.027,0,0.162,0,0.081,0.189,0.054,0.027,0,0.108,0,0.054,0.027,0.054,0.054,0,0.135,0,0.027,0.243,0.595,0.405,0.189,0.189,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
45,0.022,0.067,0.067,0.022,0.178,0.022,0,0.133,0.022,0.044,0.044,0.111,0.044,0,0,0.022,0.111,0.022,0.044,0.022,0.133,0.089,0.556,0.444,0.244,0.2,0.044,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.022,0.065,0.065,0.022,0.174,0.022,0,0.13,0.022,0.065,0.043,0.109,0.043,0,0,0.022,0.109,0.022,0.043,0.022,0.152,0.087,0.565,0.435,0.239,0.196,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
24,0.083,0.167,0.042,0,0.042,0,0,0.125,0,0.083,0.292,0.167,0,0,0,0,0,0,0,0,0.458,0,0.625,0.375,0.333,0.333,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
11,0,0.091,0,0,0,0,0,0,0,0.182,0.364,0.091,0,0,0,0.182,0.091,0,0,0,0.545,0,0.545,0.455,0.182,0.182,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
18,0,0.333,0,0,0.333,0,0,0.111,0,0,0.111,0,0,0,0,0,0,0,0,0.111,0.222,0,0.667,0.333,0.333,0.333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0,0.222,0,0,0.333,0,0,0.111,0,0.111,0,0,0,0.111,0,0,0.111,0,0,0,0.111,0.111,0.667,0.333,0.222,0.222,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
11,0,0,0.182,0,0,0,0,0.091,0,0,0.182,0,0,0,0.273,0,0,0,0,0.273,0.455,0,0.818,0.182,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
21,0.048,0.286,0,0,0.095,0,0,0.048,0,0,0.048,0,0,0,0,0,0,0.095,0.143,0.238,0.333,0.238,0.714,0.286,0.286,0.286,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
21,0.048,0.286,0,0,0.095,0,0,0.048,0,0.048,0.048,0,0,0,0,0,0,0.095,0.143,0.19,0.333,0.238,0.714,0.286,0.286,0.286,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
29,0,0.034,0.069,0,0.207,0.034,0,0.172,0,0,0.034,0,0,0,0.103,0.034,0.172,0.034,0,0.103,0.138,0.034,0.655,0.345,0.069,0.034,0.034,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0,0.032,0.065,0.032,0.194,0.032,0,0.129,0,0,0.097,0.065,0,0,0,0.032,0.194,0,0.065,0.065,0.161,0.065,0.548,0.452,0.161,0.097,0.065,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
38,0.026,0.263,0,0,0.158,0,0.026,0.105,0,0.053,0.053,0,0,0.105,0.053,0.079,0,0.026,0,0.053,0.184,0.132,0.632,0.368,0.263,0.263,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0.026,0.237,0,0,0.158,0,0.026,0.105,0.026,0.053,0.053,0,0,0.079,0.053,0.105,0,0.026,0,0.053,0.184,0.132,0.605,0.395,0.263,0.263,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37,0.027,0.162,0.027,0.054,0,0.108,0.027,0.054,0,0.081,0.108,0.108,0,0.108,0.027,0.027,0.027,0,0,0.054,0.27,0.108,0.459,0.541,0.432,0.27,0.162,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37,0.054,0.135,0.027,0.027,0,0.081,0.054,0.054,0.027,0.108,0.081,0.135,0,0.108,0.027,0.027,0.027,0,0,0.027,0.27,0.135,0.459,0.541,0.405,0.297,0.108,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37,0.027,0.108,0.054,0.027,0,0.027,0.027,0.135,0,0.081,0.108,0.216,0,0.081,0.027,0.027,0.027,0,0,0.027,0.243,0.081,0.486,0.514,0.378,0.324,0.054,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37,0.054,0.081,0,0.054,0,0.081,0.054,0.108,0,0.081,0.108,0.189,0,0.081,0.027,0.027,0.027,0,0,0.027,0.27,0.081,0.486,0.514,0.405,0.27,0.135,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
26,0.038,0,0,0,0,0,0.038,0.308,0,0.038,0.192,0.077,0,0.038,0,0.115,0.077,0,0,0.077,0.346,0.038,0.692,0.308,0.077,0.077,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
23,0.043,0,0.043,0.043,0,0,0,0.217,0,0,0.261,0.087,0,0.043,0,0.087,0.087,0,0,0.087,0.391,0.043,0.652,0.348,0.13,0.087,0.043,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
23,0.043,0,0.043,0.043,0,0,0,0.217,0,0,0.261,0.087,0,0,0,0.087,0.087,0,0,0.13,0.435,0,0.652,0.348,0.13,0.087,0.043,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
94,0.064,0.128,0.011,0.032,0.064,0.064,0.074,0.074,0.011,0.053,0.117,0,0,0.011,0.117,0.043,0.043,0.011,0.011,0.074,0.309,0.043,0.596,0.404,0.234,0.138,0.096,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
42,0.048,0.143,0.024,0,0.143,0,0.024,0.119,0.024,0.048,0.024,0.024,0,0,0.095,0.095,0,0.048,0.071,0.071,0.19,0.143,0.667,0.333,0.19,0.19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0.026,0.105,0.026,0,0.158,0,0.026,0.132,0.026,0,0.079,0.053,0.026,0.026,0.079,0.026,0.053,0.026,0.132,0,0.105,0.211,0.684,0.316,0.184,0.184,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
41,0,0.122,0,0.049,0.146,0.049,0.024,0.146,0.024,0.049,0.049,0.049,0,0.049,0.073,0.122,0,0.024,0.024,0,0.098,0.122,0.561,0.439,0.293,0.195,0.098,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,0.05,0.15,0.05,0.025,0.1,0.05,0,0.05,0,0.025,0.075,0.025,0.05,0.05,0.05,0.1,0.075,0.025,0,0.05,0.2,0.075,0.525,0.475,0.25,0.175,0.075,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34,0.029,0.059,0.088,0.029,0.176,0.029,0.059,0.176,0.029,0.029,0,0.059,0,0,0.059,0.059,0,0.029,0.059,0.029,0.088,0.118,0.588,0.412,0.206,0.147,0.059,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
34,0.059,0.059,0.088,0.029,0.176,0.029,0.059,0.176,0.029,0.029,0,0.029,0,0,0.059,0.059,0,0.029,0.059,0.029,0.118,0.118,0.618,0.382,0.176,0.118,0.059,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0,0.081,0.108,0.054,0,0,0.081,0.081,0.027,0.162,0,0.081,0,0.027,0.135,0.027,0.054,0.054,0,0.027,0.189,0.108,0.486,0.514,0.243,0.189,0.054,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
42,0.095,0.071,0.048,0.143,0,0.071,0,0.024,0.024,0.095,0.095,0.048,0,0,0.119,0.024,0.048,0.024,0.048,0.024,0.31,0.095,0.524,0.476,0.357,0.143,0.214,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
42,0.024,0.119,0,0.048,0,0.048,0.024,0,0.024,0.143,0.048,0.024,0,0.048,0.262,0.071,0.048,0.024,0.024,0.024,0.238,0.119,0.595,0.405,0.262,0.167,0.095,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
43,0.047,0.047,0.093,0.047,0.14,0.047,0,0.14,0.023,0.023,0.047,0.047,0,0.023,0,0.07,0.07,0.047,0.047,0.047,0.163,0.14,0.558,0.442,0.209,0.116,0.093,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
44,0.045,0.045,0.091,0.045,0.136,0.068,0,0.136,0.023,0.023,0.023,0.068,0,0.023,0,0.068,0.045,0.068,0.045,0.045,0.136,0.159,0.545,0.455,0.25,0.136,0.114,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
51,0.137,0,0.039,0.039,0,0.098,0.137,0.02,0.02,0.02,0.078,0.176,0,0.02,0.02,0.039,0.059,0,0.02,0.078,0.314,0.059,0.392,0.608,0.333,0.196,0.137,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
60,0.033,0,0.117,0.05,0,0.133,0.083,0.017,0,0.067,0.067,0.133,0,0.05,0.033,0.067,0.083,0,0.033,0.033,0.2,0.083,0.333,0.667,0.317,0.133,0.183,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
39,0.179,0.077,0.026,0.051,0,0.103,0.077,0.077,0,0.154,0.026,0.077,0,0.051,0.026,0.026,0.026,0,0,0.026,0.385,0.051,0.538,0.462,0.308,0.154,0.154,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
24,0.167,0,0.167,0.042,0,0.042,0.083,0.042,0,0.083,0.167,0.125,0,0,0,0,0,0.042,0,0.042,0.458,0.042,0.542,0.458,0.208,0.125,0.083,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.105,0,0.053,0,0,0,0,0,0.158,0.105,0.158,0,0,0.105,0.053,0.105,0.053,0,0,0.105,0.474,0.263,0.632,0.368,0.158,0.158,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.211,0,0.105,0,0,0,0,0.053,0.105,0.105,0.158,0,0,0.053,0.053,0.105,0,0,0,0.053,0.526,0.158,0.684,0.316,0.105,0.105,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.105,0,0.053,0,0,0,0,0,0.158,0.105,0.158,0,0,0.053,0.053,0.158,0.053,0,0,0.105,0.474,0.211,0.579,0.421,0.158,0.158,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.211,0,0.053,0,0,0,0,0,0.105,0.158,0.105,0.053,0,0.053,0.053,0.158,0,0,0,0.053,0.526,0.158,0.632,0.368,0.158,0.158,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
17,0.235,0,0.059,0,0,0,0,0,0.118,0.176,0.059,0.059,0,0.059,0.059,0.118,0,0,0,0.059,0.529,0.176,0.647,0.353,0.176,0.176,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.211,0,0.053,0,0,0,0,0,0.105,0.158,0.105,0.053,0,0.105,0.053,0.105,0,0,0,0.053,0.526,0.211,0.684,0.316,0.158,0.158,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.28,0,0.04,0,0,0.04,0,0.16,0,0.08,0.12,0.12,0,0,0,0.04,0.04,0.04,0,0.04,0.52,0.04,0.72,0.28,0.16,0.12,0.04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24,0,0.042,0.042,0,0,0.042,0.042,0.042,0,0.083,0.167,0.167,0.083,0.042,0,0.083,0,0.125,0,0.042,0.292,0.167,0.583,0.417,0.25,0.208,0.042,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
46,0.043,0.043,0.065,0.022,0.022,0.022,0.022,0,0.022,0.043,0.13,0.043,0.022,0.022,0,0.174,0.043,0.043,0.043,0.174,0.391,0.13,0.543,0.457,0.152,0.109,0.043,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
58,0.31,0.017,0,0.034,0,0,0.017,0.121,0.017,0.069,0.138,0.017,0.017,0.034,0.017,0.034,0.086,0.034,0.017,0.017,0.534,0.103,0.776,0.224,0.086,0.052,0.034,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
69,0.217,0.014,0.029,0,0,0,0.043,0.116,0,0.101,0.087,0.043,0.029,0.014,0,0.043,0.13,0.014,0.014,0.101,0.507,0.043,0.696,0.304,0.058,0.058,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
82,0.171,0,0.037,0,0.024,0.049,0.024,0.159,0.012,0.098,0.122,0.11,0,0.024,0.012,0.024,0.049,0.037,0.024,0.024,0.415,0.098,0.695,0.305,0.171,0.122,0.049,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
25,0.12,0,0,0,0,0.04,0,0.08,0.08,0.04,0.12,0.08,0.04,0.08,0.08,0.04,0.04,0,0,0.16,0.44,0.16,0.72,0.28,0.2,0.16,0.04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0.048,0,0,0,0,0,0.048,0.143,0.095,0.048,0.286,0,0,0,0.048,0.095,0.048,0,0,0.143,0.524,0.095,0.714,0.286,0.095,0.095,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.087,0,0,0,0,0.043,0,0.217,0.043,0.087,0.043,0.174,0.043,0.13,0,0.087,0,0,0,0.043,0.261,0.174,0.652,0.348,0.261,0.217,0.043,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
48,0.188,0.062,0.042,0.021,0,0.021,0.062,0.062,0,0.042,0.146,0.188,0.021,0.042,0.021,0.042,0,0,0,0.042,0.417,0.042,0.562,0.438,0.292,0.25,0.042,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0.054,0.054,0.027,0.054,0,0,0.054,0.108,0,0.054,0.054,0.216,0,0.108,0,0.081,0.027,0,0,0.108,0.27,0.108,0.486,0.514,0.324,0.27,0.054,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0.081,0.027,0.027,0.054,0,0.027,0.027,0.135,0,0.054,0.054,0.243,0,0.135,0,0.081,0,0,0,0.054,0.243,0.135,0.514,0.486,0.351,0.27,0.081,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0.108,0.054,0.027,0.054,0,0.027,0.054,0.108,0,0.054,0.081,0.216,0,0.081,0,0.081,0,0,0,0.054,0.297,0.081,0.486,0.514,0.351,0.27,0.081,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
37,0.054,0.054,0.027,0.054,0,0,0.027,0.108,0,0.054,0.054,0.216,0,0.108,0,0.108,0.027,0,0,0.108,0.27,0.108,0.486,0.514,0.324,0.27,0.054,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
24,0.083,0.083,0,0.042,0,0.042,0,0.292,0.042,0.167,0.125,0.083,0,0,0,0,0,0.042,0,0,0.375,0.083,0.708,0.292,0.292,0.208,0.083,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
20,0.1,0.1,0,0.05,0,0,0,0.2,0.05,0.15,0.15,0.1,0,0,0,0,0,0.05,0,0.05,0.45,0.1,0.7,0.3,0.3,0.25,0.05,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
26,0.077,0.192,0,0.038,0,0,0,0.192,0.038,0.115,0.115,0.154,0,0,0,0,0,0.038,0,0.038,0.346,0.077,0.577,0.423,0.423,0.385,0.038,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
49,0.061,0.163,0.02,0.02,0.082,0.02,0.122,0.041,0,0.061,0,0.061,0.02,0.02,0.082,0.082,0.02,0.041,0,0.082,0.204,0.061,0.49,0.51,0.265,0.224,0.041,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24,0.083,0.042,0.042,0,0,0,0.042,0.208,0.167,0.167,0.083,0.042,0.042,0.083,0,0,0,0,0,0,0.333,0.25,0.667,0.333,0.25,0.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.16,0.04,0.04,0,0,0,0,0.16,0.2,0.08,0.04,0.08,0,0.04,0,0.04,0,0.04,0.04,0.04,0.32,0.32,0.6,0.4,0.32,0.32,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.16,0.04,0,0,0,0,0,0.12,0.08,0,0.08,0.2,0,0.04,0,0,0.08,0.08,0.04,0.08,0.32,0.24,0.6,0.4,0.32,0.32,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.053,0.105,0,0,0,0,0,0.105,0.158,0.053,0.105,0.105,0,0.158,0.053,0,0,0,0,0.105,0.316,0.316,0.632,0.368,0.368,0.368,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.08,0.04,0,0.04,0,0,0,0.16,0.04,0,0.12,0.2,0,0.04,0,0.04,0.04,0.04,0.04,0.12,0.32,0.16,0.6,0.4,0.32,0.28,0.04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.08,0.04,0.04,0.04,0,0,0,0.16,0.04,0,0.08,0.2,0,0.04,0,0,0.04,0.08,0.04,0.12,0.28,0.2,0.6,0.4,0.32,0.28,0.04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.087,0.043,0,0,0,0.043,0,0.087,0.043,0,0.261,0.217,0,0,0,0,0.043,0.043,0.043,0.087,0.435,0.13,0.609,0.391,0.348,0.304,0.043,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
26,0.154,0,0.038,0.038,0,0,0.038,0.154,0.115,0.154,0,0.115,0,0.115,0,0.038,0,0.038,0,0,0.308,0.269,0.615,0.385,0.269,0.231,0.038,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0,0,0,0,0,0,0,0.238,0.143,0.048,0.333,0.095,0,0.095,0,0,0,0.048,0,0,0.381,0.286,0.762,0.238,0.238,0.238,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
19,0.158,0.053,0,0,0,0,0.053,0.158,0.053,0.053,0.105,0.263,0,0,0,0,0,0.105,0,0,0.316,0.158,0.579,0.421,0.368,0.368,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,0.174,0.043,0,0,0,0,0.043,0.174,0.043,0.043,0.13,0.217,0,0,0,0.043,0,0.087,0,0,0.348,0.13,0.609,0.391,0.304,0.304,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24,0,0,0,0,0,0,0,0.208,0.292,0.083,0.167,0.042,0,0.083,0,0,0,0.042,0,0.083,0.333,0.417,0.667,0.333,0.333,0.333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
20,0.05,0,0,0,0,0,0,0.25,0,0.15,0.25,0.1,0,0,0.05,0.05,0,0,0,0.1,0.55,0,0.85,0.15,0.1,0.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
20,0.05,0,0,0,0,0,0,0.25,0,0.15,0.2,0.1,0.05,0,0.05,0.05,0,0,0,0.1,0.5,0,0.85,0.15,0.1,0.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
17,0.059,0,0.059,0,0,0,0,0.235,0,0.118,0.353,0,0,0,0.059,0.059,0,0,0,0.059,0.588,0,0.882,0.118,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0,0,0,0,0,0.111,0,0.167,0,0.111,0.278,0.056,0,0,0.111,0.056,0,0,0,0.111,0.5,0,0.778,0.222,0.167,0.056,0.111,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0,0,0,0,0,0.111,0,0.167,0,0.111,0.278,0.056,0,0,0.111,0.056,0,0,0,0.111,0.5,0,0.778,0.222,0.167,0.056,0.111,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38,0,0.105,0.053,0.079,0,0.079,0,0.079,0.184,0,0.026,0.079,0,0.079,0.026,0.079,0,0,0.132,0,0.026,0.395,0.342,0.658,0.526,0.368,0.158,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
27,0,0.074,0.074,0.074,0,0.074,0,0.074,0.148,0,0.037,0.074,0,0.111,0.037,0.074,0,0,0.148,0,0.037,0.407,0.407,0.593,0.444,0.296,0.148,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21,0,0.143,0.095,0.048,0,0.048,0,0.048,0.19,0,0.048,0.095,0,0.048,0,0.095,0,0,0.143,0,0.048,0.381,0.286,0.714,0.524,0.429,0.095,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.04,0.16,0,0.04,0,0.04,0,0.08,0.28,0,0,0.16,0,0.04,0,0.08,0,0,0.08,0,0.04,0.4,0.24,0.76,0.68,0.6,0.08,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0,0.154,0,0,0,0.077,0,0.077,0.308,0,0,0.154,0,0.077,0,0.077,0,0,0.077,0,0,0.462,0.231,0.769,0.692,0.615,0.077,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
14,0,0.214,0,0,0,0.071,0,0.071,0.286,0,0,0.143,0,0.071,0,0.071,0,0,0.071,0,0,0.429,0.214,0.786,0.714,0.643,0.071,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0,0.222,0,0,0.333,0,0,0.111,0,0,0,0,0,0.111,0,0,0.111,0,0,0.111,0.111,0.111,0.667,0.333,0.222,0.222,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
81,0.062,0.025,0.037,0.086,0.074,0.086,0.012,0.049,0.037,0.049,0.062,0.123,0.012,0.037,0.049,0.049,0.049,0,0.025,0.074,0.247,0.099,0.494,0.506,0.358,0.185,0.173,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
